row_type,task,init_mode,clip_mode,activation,runs,successful_runs,failed_runs,nonfinite_failures,failure_steps,gradient_norm_mean,gradient_norm_max_mean,clip_bind_fraction_mean,panel,finite_evaluations,nonfinite_evaluations,token_accuracy_mean,token_accuracy_std,exact_sequence_accuracy_mean,exact_sequence_accuracy_std,recurrent_state_rms_mean,recurrent_state_rms_std,recurrent_state_max_abs_mean,recurrent_state_max_abs_std,logit_rms_mean,logit_rms_std,logit_max_abs_mean,logit_max_abs_std,contrast,metric,paired_seeds,seed_ids,differences_by_seed,mean_difference,std_difference,ci95,identity_wins,ties,tanh_wins
evaluation_panel,two_palindrome,orthogonal,no_clip,tanh,20,,,,,,,,longer_lengths,20,0,0.4833609100582854,0.036447871766622036,0.0021484375,0.0029654478692040945,0.49401909716413916,0.06916359509262457,0.9986135005950928,0.0029182659732513248,4.910893432798693,0.8195456770946751,23.48397626876831,5.260042229984051,,,,,,,,,,,
evaluation_panel,two_palindrome,orthogonal,no_clip,tanh,20,,,,,,,,fixed_block_length_3,20,0,0.9304443359375,0.08752728429612215,0.710546875,0.24216208980397788,0.4885282904231988,0.06741061119565019,0.9990424245595932,0.001640727480763727,5.078019489701634,0.8305700116474353,23.09542784690857,5.151757512628301,,,,,,,,,,,
evaluation_panel,two_palindrome,orthogonal,no_clip,tanh,20,,,,,,,,fixed_block_length_4,20,0,0.581103515625,0.04873375697972017,0.008837890625,0.005172094795650531,0.4902827843208314,0.0685416193099744,0.9989943385124207,0.0020102389123747397,4.944131135627796,0.810789062670493,23.617780113220213,5.203035166411461,,,,,,,,,,,
evaluation_panel,two_palindrome,orthogonal,no_clip,tanh,20,,,,,,,,stress_fixed_block_length_6,20,0,0.3296875,0.01852471116091709,0.0,0.0,0.4984863216484398,0.06898377514363126,0.9990257531404495,0.0017481274627553773,4.828012029405706,0.8034598575985418,23.570758676528932,4.940674444948235,,,,,,,,,,,
evaluation_panel,two_palindrome,orthogonal,no_clip,identity,20,,,,,,,,in_distribution,20,0,0.9883039660026353,0.013818847437244697,0.9451171875,0.059410089073292476,3.396671526785476,0.36902508856817084,23.289073324203493,3.700210530473965,11.771313204086836,1.9871375058834377,72.52889785766601,16.986428267205785,,,,,,,,,,,
evaluation_panel,two_palindrome,orthogonal,no_clip,identity,20,,,,,,,,longer_lengths,20,0,0.3953297791786394,0.029894215979310745,0.001171875,0.0022314084788182787,4.126877687359366,0.7377669743614578,34.41181392669678,9.344332649903421,13.496253425167454,2.97361279400438,94.2461540222168,23.316968228097267,,,,,,,,,,,
evaluation_panel,two_palindrome,orthogonal,no_clip,identity,20,,,,,,,,fixed_block_length_3,20,0,0.9787516276041667,0.019223613958714688,0.883447265625,0.09378280065844068,3.4551762637550962,0.36779414354531964,25.637867546081544,4.096771344250216,12.346947219420706,2.0314280385359016,76.58369827270508,16.697518587417093,,,,,,,,,,,
evaluation_panel,two_palindrome,orthogonal,no_clip,identity,20,,,,,,,,fixed_block_length_4,20,0,0.497393798828125,0.04749870747302904,0.00517578125,0.0036963007747133326,3.549470056745034,0.48092813919214467,29.218463134765624,6.512110606799569,12.082681085493851,2.3160541782665782,88.5648323059082,18.978712876895194,,,,,,,,,,,
evaluation_panel,two_palindrome,orthogonal,no_clip,identity,20,,,,,,,,stress_fixed_block_length_6,20,0,0.26328125,0.01803751227128945,0.0,0.0,4.940039403096099,1.1676638933875954,49.122085094451904,18.04718806626896,15.482349093427167,4.074144484199108,117.99202899932861,41.43592692616773,,,,,,,,,,,
factorial_contrast,delayed_copy,identity,clip_1.0,,,,,,,,,,in_distribution,,,,,,,,,,,,,,,identity_minus_tanh,token_accuracy,20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[0.04816223067173642, 0.08387096774193548, 0.020779220779220786, 0.14358322744599739, 0.03974358974358971, 0.09218950064020481, 0.0889175257731959, 0.09383033419023135, 0.028205128205128216, 0.04915912031047864, 0.02099737532808399, 0.06380208333333337, 0.0577663671373555, 0.032994923857868064, 0.04066073697585759, 0.013227513227513255, 0.07552083333333326, 0.005291005291005346, 0.03645833333333337, 0.05684754521963831]",0.05460037812695204,0.03390126320860292,"[0.038734280895207085, 0.07046647535869699]",20,0,0
factorial_contrast,delayed_copy,identity,clip_1.0,,,,,,,,,,in_distribution,,,,,,,,,,,,,,,identity_minus_tanh,exact_sequence_accuracy,20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[0.109375, 0.23046875, 0.07421875, 0.33984375, 0.1015625, 0.2109375, 0.21875, 0.25390625, 0.08203125, 0.1171875, 0.06640625, 0.12890625, 0.13671875, 0.08984375, 0.1015625, 0.0390625, 0.19921875, 0.015625, 0.08984375, 0.1484375]",0.1376953125,0.08083175936384436,"[0.09986531939359808, 0.17552530560640192]",20,0,0
