t,x,g_raw,g_ratio,alpha,gamma,loss,acc
0,163.68354563562954,781937.2909104513,14300.976472586362,100000.0,0.009999998845160007,3.8051705360412598,0.75
1,160.08151167903026,1454070.077972822,13547.631306259242,50000.0,0.009999998845160007,5.933248043060303,0.75
2,146.87144503521884,4717.151809849596,7871.919980611193,45000.0,0.009999998845160007,1.5030180215835571,1.0
3,146.68517288336176,244418.3753156744,3824.7870992841454,40500.0,0.009999998845160007,2.0328469276428223,0.75
4,138.75646124451873,191343.32931005454,4949.003437327068,36450.0,0.009999998845160007,2.1981005668640137,0.75
5,145.15001979963094,645541.7072055616,3743.178264396144,32805.0,0.009999998845160007,2.995542049407959,0.5
6,156.1459283079843,702203.4506006199,4618.92483908874,29524.5,0.009999998845160007,3.0022854804992676,0.25
7,150.06158546356158,361873.7808907061,3556.4126319826755,26572.05,0.009999998845160007,2.8598647117614746,0.75
8,149.15272445636117,956677.4375205217,3680.159547964093,23914.845,0.009999998845160007,3.5052261352539062,0.5
9,132.8404340523101,14821.12652294463,3412.0668488918777,21523.360500000003,0.009999998845160007,3.601696252822876,1.0
10,122.15348154772427,239036.754539656,2088.7963312489032,19371.024450000004,0.009999998845160007,2.719879627227783,0.75
11,129.4761297927892,233123.4623673698,2801.864580830866,17433.922005000004,0.009999998845160007,1.8032729625701904,0.75
12,140.81596434177646,256116.99664785562,1390.7782722048544,15690.529804500004,0.009999998845160007,2.2891814708709717,0.25
13,146.1659975397341,314440.9850434819,2011.6913462838475,14121.476824050003,0.009999998845160007,2.2473032474517822,0.5
14,141.33577811600276,265737.57911725505,1623.0886484727941,12709.329141645003,0.009999998845160007,2.073410987854004,0.5
15,128.35228102239276,103024.59892681244,1677.3231484520463,11438.396227480504,0.009999998845160007,1.6508530378341675,0.75
16,123.0324702936783,106146.25102592963,1648.3145037184916,10294.556604732454,0.009999998845160007,1.4471745491027832,0.75
17,129.03848743535764,194826.90726745361,1187.770105389393,9265.10094425921,0.009999998845160007,4.202958583831787,0.75
18,120.98406926860014,75013.58615428004,706.8309116729682,8338.590849833288,0.009999998845160007,2.229314088821411,0.75
19,132.67122285119575,47647.306596599126,1448.2156282711426,7504.731764849959,0.009999998845160007,2.910135269165039,0.75
20,100.46356846227533,199.4285994825014,1010.0545538628734,6754.2585883649635,0.009999998845160007,1.1228171586990356,1.0
21,118.1308337973584,63271.86206639137,818.4727975874696,6078.832729528467,0.009999998845160007,3.1353635787963867,0.5
22,105.93900115143748,323.4415915805457,801.2912828735876,5470.94945657562,0.009999998845160007,1.8717995882034302,1.0
23,127.51704943580818,133363.528999408,538.3145371647778,4923.854510918059,0.009999998845160007,3.35062575340271,0.25
24,103.64741646617493,82851.6402909939,548.5957169122204,4431.469059826253,0.009999998845160007,1.8225421905517578,0.75
25,111.14932131414209,28138.20782629539,782.1517462586964,3988.322153843628,0.009999998845160007,2.1807563304901123,0.75
26,87.12968637747403,12438.563341941948,621.2384360278159,3589.489938459265,0.009999998845160007,2.162463665008545,1.0
27,95.32091344969177,10183.079580233196,1101.4729034672616,3230.5409446133385,0.009999998845160007,1.5945839881896973,1.0
28,96.64657517898327,25559.418311122183,325.641208535146,2907.4868501520045,0.009999998845160007,2.3364310264587402,0.75
29,78.09207028408301,10202.204366400678,1084.6101911445771,2616.738165136804,0.009999998845160007,1.5885310173034668,1.0
30,98.74276032558203,1468.2400776944705,248.2959348288162,2355.064348623124,0.009999998845160007,3.4904866218566895,1.0
31,77.02031739694281,14827.149346811797,462.4759311448671,2119.5579137608115,0.009999998845160007,1.9823476076126099,0.5
32,53.00136086729635,0.020960234686520054,273.1124709064167,1907.6021223847304,0.009999998845160007,1.3357529640197754,1.0
33,57.015970614030955,8035.144592491571,369.7442662820112,1716.8419101462573,0.009999998845160007,1.5279028415679932,0.75
34,67.46569061979136,7589.335575792972,474.7368178751755,1545.1577191316317,0.009999998845160007,2.084750175476074,0.5
35,59.67037584191369,20740.18692940094,188.07382824475442,1390.6419472184684,0.009999998845160007,1.9519259929656982,0.75
36,39.24726125486101,3815.4126720970653,692.2563609459862,1251.5777524966215,0.009999998845160007,1.5030760765075684,0.75
37,37.24092730310379,3167.9280304262898,443.3101270463706,1126.4199772469594,0.009999998845160007,1.853785753250122,1.0
38,41.70543499820121,4684.014473583932,260.64401505328317,1013.7779795222635,0.009999998845160007,2.3566107749938965,0.0
39,34.473095642556764,2122.9832465172913,436.88091701186664,912.4001815700371,0.009999998845160007,1.798780083656311,0.5
40,35.413977814056985,4507.968660611923,253.08223912066435,821.1601634130335,0.009999998845160007,2.0902228355407715,0.5
41,28.813715706062375,2860.2375483554783,287.03636205639083,739.0441470717302,0.009999998845160007,1.9986469745635986,0.5
42,25.654913548128274,1652.1713512263977,267.04859593765445,665.1397323645572,0.009999998845160007,1.8401023149490356,0.75
43,24.937916669559677,2168.0681371558735,259.7020415862627,678.4425270118484,0.009999998845160007,2.062469482421875,0.75
44,20.984887658257875,1395.3635312977806,263.2249352216264,692.0113775520854,0.009999998845160007,1.7786295413970947,0.75
45,25.575679580105888,2904.4420248640604,187.25889165988917,705.8516051031271,0.009999998845160007,1.9704216718673706,0.75
46,25.055957336353053,2943.9285620433493,308.4753645836941,719.9686372051897,0.009999998845160007,2.107558012008667,0.5
47,24.798933202807675,2173.8384105854543,290.05354908434197,734.3680099492935,0.009999998845160007,2.0932135581970215,0.75
48,22.20141521934319,2487.0816488830555,308.95364073995836,749.0553701482794,0.009999998845160007,2.0711188316345215,0.75
49,27.801225781026304,2495.637588015562,260.674781313194,764.036477551245,0.009999998845160007,1.873718500137329,0.75
50,31.44151335594672,3479.0247884741652,219.3497120539165,779.3172071022699,0.009999998845160007,2.176868200302124,0.25
51,28.03901853978169,2767.2936794043444,248.29102684855275,794.9035512443153,0.009999998845160007,1.9982426166534424,0.5
52,22.89389173552048,1352.554559773113,328.48405819433714,810.8016222692016,0.009999998845160007,1.7662231922149658,0.75
53,26.390722008413004,2542.9309625797746,316.2422965975914,827.0176547145857,0.009999998845160007,2.108524799346924,0.5
54,30.137187150889208,4314.3624324211605,331.3935193309778,843.5580078088774,0.009999998845160007,2.071930408477783,0.5
55,27.336733878436277,1956.2049757488007,340.08598038595346,860.429167965055,0.009999998845160007,1.6577868461608887,1.0
56,25.80514936791787,1384.0727870202034,345.41246904151774,877.637751324356,0.009999998845160007,1.727278470993042,0.75
57,32.956777061859505,3441.3901071705395,264.0536132761635,895.1905063508432,0.009999998845160007,1.6634279489517212,0.75
58,30.183786696769143,2238.7060685014094,206.11165211400618,913.09431647786,0.009999998845160007,1.7627291679382324,1.0
59,28.93179839642685,2361.5988474070227,378.4406721027527,931.3562028074173,0.009999998845160007,1.938543677330017,0.5
60,32.12553966834059,3014.4535901411687,287.6598869710016,949.9833268635656,0.009999998845160007,2.011596441268921,0.75
61,26.986113055560537,2437.2741755814336,387.7999260156457,968.9829934008369,0.009999998845160007,1.840644359588623,0.75
62,34.83617452790442,2617.4404126237246,382.6586625502506,988.3626532688537,0.009999998845160007,1.8295148611068726,0.75
63,28.645154388940252,2159.1733852034154,377.40723880825647,1008.1299063342308,0.009999998845160007,1.831494688987732,0.75
64,28.337044449498304,2316.462603000545,446.43560330372935,1028.2925044609153,0.009999998845160007,1.9399791955947876,0.75
65,38.647616031009306,5343.1825997897395,208.2801713931082,1048.8583545501338,0.009999998845160007,1.9553334712982178,0.25
66,29.10732432688623,1620.8756023127796,427.0327483633781,1069.8355216411364,0.009999998845160007,1.5398964881896973,0.75
67,35.26309672637232,3899.063990473026,206.6586707338945,1091.2322320739593,0.009999998845160007,1.7870972156524658,0.75
68,32.96213913399469,3537.9614112784006,474.0995108974208,1113.0568767154384,0.009999998845160007,1.8393937349319458,0.5
69,42.33610232330398,5696.586883293207,238.04889045100987,1135.3180142497472,0.009999998845160007,1.8475821018218994,0.5
70,39.24516506707197,2269.331612727598,428.30304034676436,1158.0243745347423,0.009999998845160007,1.80521821975708,1.0
71,31.76006083507625,2431.876438736182,440.61230617862293,1181.184862025437,0.009999998845160007,1.8462214469909668,1.0
72,35.80120360810954,2950.819739458013,468.0249824602991,1204.8085592659459,0.009999998845160007,1.7078073024749756,0.75
73,37.61853966967762,2868.6309406818104,528.022032289547,1228.9047304512649,0.009999998845160007,1.555996060371399,0.75
74,37.597145928573596,3275.8276119631805,480.3334474471681,1253.4828250602902,0.009999998845160007,1.8935214281082153,0.75
75,37.552569287250726,3318.4452428186255,572.7879480183185,1278.552481561496,0.009999998845160007,1.7630549669265747,0.75
76,42.96216444099909,5968.884464890754,275.0138188942765,1304.123531192726,0.009999998845160007,1.8164162635803223,0.5
77,43.572816050472746,4910.267143620329,587.4945665532866,1330.2060018165805,0.009999998845160007,2.0122575759887695,0.75
78,41.464805039490244,4285.110343572384,574.3697159010396,1356.810121852912,0.009999998845160007,1.6965820789337158,0.75
79,64.83511229075653,9301.050962892496,175.4278830759415,1383.9463242899703,0.009999998845160007,2.3969650268554688,0.75
80,61.54930194289018,13470.638711369445,251.6256137252561,1411.6252507757697,0.009999998845160007,2.1177964210510254,0.75
81,54.173695919420034,4992.728394229979,144.69097305271265,1439.8577557912852,0.009999998845160007,1.5949598550796509,0.75
82,52.82780230041075,4120.545773252574,531.6601718751697,1468.654910907111,0.009999998845160007,1.9090406894683838,0.75
83,65.06165960939015,39973.31959111017,97.06590648730885,1498.0280091252532,0.009999998845160007,2.7939977645874023,0.5
84,58.79819324944515,9293.943992620436,202.0348939013264,1527.9885693077583,0.009999998845160007,2.4701662063598633,0.25
85,42.42318199890229,3.233867893292627,296.36443544059864,1558.5483406939136,0.009999998845160007,1.4557971954345703,1.0
86,66.64277478464619,3681.05218922828,650.0034111521866,1558.5483406939136,0.009999998845160007,1.8389935493469238,0.75
87,58.04120648573473,17396.182337144346,118.43564066960555,1558.5483406939136,0.009999998845160007,1.8687407970428467,0.5
88,61.05484011972545,14033.171287326024,222.97518825003021,1558.5483406939136,0.009999998845160007,2.330880641937256,0.25
89,74.45395399234536,43436.51813170145,84.80948936204045,1402.6935066245223,0.009999998845160007,7.284971237182617,0.5
90,33.70704255269012,5.876332816683044,319.88870601950157,1262.4241559620702,0.009999998845160007,1.3200342655181885,1.0
91,52.45656859865111,10500.852559777071,106.19221873551092,1136.1817403658633,0.009999998845160007,2.2307369709014893,0.75
92,40.47605982976412,7541.475816301814,239.3237257934086,1022.563566329277,0.009999998845160007,1.689066767692566,0.75
93,34.105634265547685,1843.5763940202764,168.04420943377366,920.3072096963493,0.009999998845160007,1.8460001945495605,1.0
94,24.595724761224496,1720.945872021982,350.19240370215346,828.2764887267144,0.009999998845160007,1.7602715492248535,0.75
95,27.080054959194587,1377.1309147693885,296.66681017701717,745.4488398540431,0.009999998845160007,1.938845157623291,1.0
96,22.365927072363203,1941.8287647226077,313.14729164169717,670.9039558686387,0.009999998845160007,1.9444873332977295,0.5
97,35.14215083093839,8280.796044332841,62.36458907218734,603.8135602817748,0.009999998845160007,2.053149700164795,0.75
98,16.363081228835796,1200.2509145093425,235.48960089389197,543.4322042535973,0.009999998845160007,1.7647737264633179,1.0
99,15.554840143531809,1145.0711793889575,212.09822347331018,489.0889838282376,0.009999998845160007,2.004539728164673,1.0
100,14.545813672479268,659.3570740076902,182.68258023354866,440.18008544541385,0.009999998845160007,1.5797690153121948,1.0
101,12.675935902428376,777.4464785805757,176.52000478694987,396.1620769008725,0.009999998845160007,1.9568471908569336,0.5
102,11.305448693974288,731.394369998512,140.59104165087376,356.5458692107852,0.009999998845160007,1.9136592149734497,0.5
103,9.057666656022954,581.766334943249,124.51492534914381,320.8912822897067,0.009999998845160007,1.836955189704895,1.0
104,10.656628405402186,600.4539657900232,125.80448081741451,288.80215406073603,0.009999998845160007,1.6522738933563232,0.75
105,8.976925915449316,529.0493088844365,100.9377630646233,259.9219386546624,0.009999998845160007,1.9979153871536255,0.5
106,6.180837819371592,429.0708279054962,89.97227880484525,233.92974478919618,0.009999998845160007,2.1097302436828613,0.5
107,7.413480745447602,395.7810179545412,79.93475430934103,210.53677031027655,0.009999998845160007,1.7061599493026733,0.75
108,6.35251983631926,335.24667796719604,76.7074643399299,189.4830932792489,0.009999998845160007,1.7287694215774536,1.0
109,6.513459247497203,355.2136416415086,68.29705694578622,193.27275514483387,0.009999998845160007,2.076465606689453,0.5
110,5.488101158653327,332.32223603270126,74.3515866766984,197.13821024773054,0.009999998845160007,1.9034194946289062,0.5
111,4.763229647622863,366.99040502294156,75.88897391670045,201.08097445268515,0.009999998845160007,2.2241873741149902,0.25
112,5.184831349180124,343.025305027405,71.49911184522364,205.10259394173886,0.009999998845160007,2.10249924659729,0.5
113,5.626681985278565,296.12922855406623,69.63111724985552,209.20464582057363,0.009999998845160007,1.7014048099517822,1.0
114,5.261986292637475,308.9936024829991,71.27114986448137,213.38873873698512,0.009999998845160007,1.9548135995864868,0.75
115,5.824494183928839,353.5978311950537,79.42673203108723,217.65651351172482,0.009999998845160007,1.927268624305725,0.75
116,5.647532245978226,355.21814528255004,78.29305340209748,222.0096437819593,0.009999998845160007,2.0206053256988525,0.75
117,6.200682756253993,370.91045019654626,76.01327383462963,226.4498366575985,0.009999998845160007,1.9006907939910889,0.5
118,6.279242426682215,345.812554187956,78.19048526518661,230.97883339075048,0.009999998845160007,1.8370798826217651,0.75
119,6.938031263926891,431.6311606016308,85.44461627960622,235.5984100585655,0.009999998845160007,1.8904693126678467,0.5
120,6.793404318167952,416.2401214560695,88.865484761548,240.3103782597368,0.009999998845160007,1.8865667581558228,0.5
121,7.799794491158769,405.7040182847315,82.93437780568486,245.11658582493155,0.009999998845160007,1.782111406326294,0.5
122,6.6951909543044215,336.2587118536308,84.66966399274526,250.01891754143017,0.009999998845160007,1.568774938583374,1.0
123,8.154670228666342,380.94403426833594,93.68622103962007,255.01929589225878,0.009999998845160007,1.433822512626648,1.0
124,6.684766714227251,375.81405438391096,86.56120045156356,260.11968181010394,0.009999998845160007,1.8218698501586914,0.75
125,6.764439650976377,382.1909658810849,93.7337601536203,265.32207544630603,0.009999998845160007,1.947265863418579,1.0
126,8.041354329757045,453.63431880808685,93.46186499567747,270.62851695523216,0.009999998845160007,1.9638431072235107,0.5
127,7.537049355129142,418.24614511491023,99.98265588672503,276.0410872943368,0.009999998845160007,1.798736810684204,0.75
128,6.234381135659223,420.44416306487165,104.9361521939117,281.56190904022355,0.009999998845160007,1.9074221849441528,0.75
129,7.3531024652079475,358.24755320197806,96.87388788492078,281.56190904022355,0.009999998845160007,1.6348891258239746,1.0
130,7.301340114888212,486.7606861550296,104.27424028437514,287.193147221028,0.009999998845160007,2.174323081970215,0.5
131,8.023110079649781,410.53072230589595,98.0495149442479,292.9370101654486,0.009999998845160007,1.7864043712615967,0.75
132,7.7468762890530485,490.614899153798,113.04004585331059,298.7957503687576,0.009999998845160007,1.9030866622924805,0.75
133,7.366540851037518,406.76765197857424,105.72750122291524,304.7716653761327,0.009999998845160007,1.8549187183380127,1.0
134,8.685268102222969,348.1711528621159,108.3386794917705,310.8670986836554,0.009999998845160007,1.343773603439331,1.0
