t,x,g_raw,g_ratio,alpha,gamma,loss,acc
0,166.0546586640359,1303325.4606960842,13177.167971028834,100000.0,0.009999999776482582,1.8498380184173584,0.75
1,160.90759059527574,1809242.3016131967,5167.706440118285,100000.0,0.009999999776482582,25.28540802001953,0.75
2,157.09474368532378,1223412.4240356113,5889.326519379956,100000.0,0.009999999776482582,6.746066570281982,0.75
3,148.24554242030595,1.3525315347972144,8337.721016813275,100000.0,0.009999999776482582,2.3082151412963867,1.0
4,159.70061088510226,525056.9877077367,9720.82082703942,100000.0,0.009999999776482582,2.4854516983032227,0.75
5,165.51234590166197,1319002.9114905873,11911.639671427889,100000.0,0.009999999776482582,3.644869089126587,0.75
6,159.2348909685057,2337021.5299789957,5705.352044222754,100000.0,0.009999999776482582,6.273576259613037,0.5
7,154.04370161573593,842772.7266642431,7903.96348681438,100000.0,0.009999999776482582,2.9260568618774414,0.75
8,162.12301801111195,815882.7916371427,14340.089039507882,100000.0,0.009999999776482582,2.3165860176086426,0.5
9,164.40445371896203,1888582.1854334679,9057.815752268703,100000.0,0.009999999776482582,5.000144958496094,0.5
10,162.32486245180664,1046001.2739018269,12524.376843536422,100000.0,0.009999999776482582,2.1255431175231934,0.75
11,166.9891359835217,915411.6448647525,11201.097038683823,100000.0,0.009999999776482582,2.8800411224365234,0.5
12,154.51230613928118,966131.2187969144,5038.20410189815,100000.0,0.009999999776482582,1.3761205673217773,0.75
13,156.7200983217919,1044437.0850653113,16060.567514809474,100000.0,0.009999999776482582,1.821833610534668,0.75
14,163.3258537697753,1376938.7527840459,12514.856190419914,100000.0,0.009999999776482582,3.5037918090820312,0.5
15,157.9210034767493,1104453.036153534,10587.76831138866,100000.0,0.009999999776482582,2.169036626815796,0.75
16,155.81963445987387,150840.86524452153,5298.120437024074,100000.0,0.009999999776482582,1.6898388862609863,1.0
17,157.64951559008458,1840048.3981244601,10083.404567971505,100000.0,0.009999999776482582,3.5723166465759277,0.5
18,163.42361116950536,795771.2485082415,12113.996177268524,100000.0,0.009999999776482582,2.125927448272705,0.75
19,161.74769778977182,2310919.5792870037,11408.100408094238,100000.0,0.009999999776482582,2.4028258323669434,0.5
20,156.60898091029148,561971.0443169591,7985.153979694239,100000.0,0.009999999776482582,2.1673526763916016,0.75
21,154.01978163453447,242658.75809840998,14611.059696116936,100000.0,0.009999999776482582,1.4839260578155518,1.0
22,155.37599517413602,318550.3843358447,9244.972722685363,100000.0,0.009999999776482582,1.7369509935379028,1.0
