t,x,g_raw,g_ratio,alpha,gamma,loss,acc
0,1.1535502793876873,166.0326370424078,37.185461054967554,100.0,0.010000001639127731,1.3419445753097534,0.0
1,1.0032803251745326,165.006348260932,36.94496516008937,100.0,0.010000001639127731,1.3357148170471191,0.0
2,0.924451836970454,177.28500882662564,41.89077622057035,100.0,0.010000001639127731,1.3921096324920654,0.0
3,1.2627584345971186,159.75667939130537,34.857989502719036,100.0,0.010000001639127731,1.3302497863769531,0.75
4,1.2444373997005342,158.4139219228862,34.92493734604126,100.0,0.010000001639127731,1.300512433052063,1.0
5,1.041202939285754,170.35987710763075,39.4393269083317,100.0,0.010000001639127731,1.3593796491622925,1.0
6,1.2367796823827824,157.42785525553361,34.92440866808842,100.0,0.010000001639127731,1.2863924503326416,1.0
7,1.1020150488324776,156.4798722027869,34.69921888300713,100.0,0.010000001639127731,1.285912036895752,1.0
8,1.1421335439472278,163.15069506648902,37.10976680978332,100.0,0.010000001639127731,1.3189785480499268,1.0
9,1.1104817889561414,156.2387164799494,34.634499663652896,100.0,0.010000001639127731,1.2948284149169922,1.0
10,1.3365566845147347,155.4805075351728,35.166679028296954,100.0,0.010000001639127731,1.2418365478515625,1.0
11,1.0875643554939574,154.51145079108775,34.714624378487834,100.0,0.010000001639127731,1.2609808444976807,1.0
12,0.9906158287339974,161.18073541969747,36.88771898322904,100.0,0.010000001639127731,1.3128409385681152,1.0
13,0.8488524065891138,161.51216470973327,36.55105782438514,100.0,0.010000001639127731,1.3493056297302246,1.0
14,1.2210796286414332,154.19626587775664,34.87278905603349,100.0,0.010000001639127731,1.2505178451538086,1.0
15,1.1067687583346484,154.21532316721022,34.58082896485684,100.0,0.010000001639127731,1.2822847366333008,1.0
16,1.0892013383394752,153.19677214925798,34.658425443856956,100.0,0.010000001639127731,1.2573399543762207,1.0
17,1.2091017798845738,152.56226825190814,34.88857739466985,100.0,0.010000001639127731,1.227219581604004,1.0
18,1.204381589100957,151.9200712377468,34.89509304821491,100.0,0.010000001639127731,1.218130350112915,1.0
